latitude,longitude,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pH
14.01,79.17,140.0,40.0,200.0,
14.01,79.18,140.0,40.0,200.0,
14.01,79.18,140.0,40.0,200.0,7.0
14.01,79.19,140.0,17.5,200.0,7.0
14.01,79.2,140.0,17.5,200.0,7.0
14.01,79.2,140.0,17.5,200.0,7.0
14.01,79.21,140.0,17.5,200.0,7.0
14.01,79.21,140.0,17.5,200.0,7.0
14.01,79.22,140.0,17.5,200.0,
14.01,79.22,140.0,17.5,200.0,8.0
14.01,79.23,140.0,17.5,200.0,8.0
14.01,79.24,140.0,17.5,200.0,
14.01,79.24,140.0,17.5,200.0,
14.01,79.25,140.0,17.5,200.0,7.0
14.01,79.25,140.0,17.5,200.0,7.0
14.01,79.26,140.0,17.5,200.0,7.0
14.01,79.27,140.0,17.5,200.0,7.0
14.01,79.27,140.0,17.5,200.0,7.0
14.01,79.28,140.0,17.5,200.0,7.0
14.01,79.28,140.0,17.5,200.0,7.0
14.01,79.29,140.0,17.5,200.0,7.0
14.01,79.29,140.0,17.5,200.0,
14.01,79.3,140.0,17.5,200.0,
14.01,79.31,140.0,17.5,200.0,
14.01,79.31,140.0,17.5,200.0,
14.01,79.32,140.0,17.5,200.0,
14.01,79.32,140.0,17.5,200.0,7.0
14.01,79.33,140.0,40.0,200.0,7.0
14.01,79.34,140.0,40.0,200.0,
14.01,79.34,140.0,40.0,200.0,
14.01,79.35,140.0,40.0,200.0,8.0
14.01,79.35,140.0,40.0,200.0,8.0
14.01,79.36,140.0,40.0,200.0,8.0
14.01,79.36,140.0,40.0,200.0,8.0
14.01,79.37,140.0,17.5,200.0,8.0
14.01,79.38,140.0,40.0,200.0,8.0
14.01,79.38,140.0,40.0,200.0,8.0
14.01,79.39,140.0,40.0,200.0,8.0
14.01,79.39,140.0,40.0,200.0,8.0
14.01,79.4,140.0,40.0,200.0,8.0
14.01,79.41,140.0,40.0,200.0,8.0
14.01,79.41,140.0,40.0,200.0,8.0
14.01,79.42,140.0,40.0,200.0,8.0
14.01,79.42,140.0,40.0,200.0,8.0
14.01,79.43,140.0,40.0,200.0,8.0
14.01,79.43,140.0,40.0,200.0,
14.01,79.44,140.0,,,
14.01,79.45,140.0,,,
14.01,79.49,140.0,40.0,200.0,7.0
14.01,79.49,140.0,40.0,200.0,7.0
14.01,79.5,140.0,40.0,200.0,7.0
14.01,79.5,140.0,40.0,200.0,7.0
14.01,79.51,140.0,40.0,200.0,7.0
14.01,79.52,140.0,40.0,200.0,7.0
14.01,79.52,140.0,40.0,200.0,7.0
14.01,79.53,140.0,,200.0,7.0
14.01,79.53,140.0,,,7.0
14.0,78.97,140.0,40.0,200.0,
14.0,78.98,140.0,40.0,200.0,
14.0,78.98,140.0,40.0,200.0,8.0
14.0,78.99,140.0,17.5,200.0,8.0
14.0,79.0,140.0,17.5,200.0,8.0
14.0,79.0,140.0,17.5,200.0,8.0
14.0,79.01,140.0,17.5,200.0,8.0
14.0,79.01,140.0,40.0,200.0,
14.0,79.02,140.0,40.0,200.0,
14.0,79.03,140.0,40.0,200.0,
14.0,79.03,140.0,40.0,200.0,
14.0,79.04,140.0,40.0,200.0,
14.0,79.04,140.0,40.0,200.0,8.0
14.0,79.05,140.0,40.0,200.0,8.0
14.0,79.06,140.0,40.0,200.0,8.0
14.0,79.06,140.0,40.0,200.0,8.0
14.0,79.07,140.0,40.0,200.0,8.0
14.0,79.07,140.0,40.0,200.0,8.0
14.0,79.08,140.0,40.0,200.0,8.0
14.0,79.08,140.0,40.0,200.0,8.0
14.0,79.09,140.0,40.0,200.0,8.0
14.0,79.1,140.0,40.0,200.0,8.0
14.0,79.1,140.0,17.5,200.0,8.0
14.0,79.11,140.0,17.5,200.0,8.0
14.0,79.11,140.0,17.5,200.0,8.0
14.0,79.12,140.0,40.0,200.0,8.0
14.0,79.13,140.0,40.0,200.0,8.0
14.0,79.13,140.0,40.0,200.0,8.0
14.0,79.14,140.0,40.0,200.0,8.0
14.0,79.14,140.0,17.5,200.0,8.0
14.0,79.15,140.0,17.5,200.0,8.0
14.0,79.15,140.0,17.5,200.0,8.0
14.0,79.16,140.0,17.5,200.0,8.0
14.0,79.17,140.0,17.5,200.0,8.0
14.0,79.17,140.0,17.5,200.0,8.0
14.0,79.18,140.0,17.5,200.0,
14.0,79.18,140.0,17.5,200.0,
14.0,79.19,140.0,17.5,200.0,7.0
14.0,79.2,140.0,17.5,200.0,7.0
14.0,79.2,140.0,17.5,200.0,7.0
14.0,79.21,140.0,17.5,200.0,7.0
14.0,79.21,140.0,17.5,200.0,7.0
14.0,79.22,140.0,17.5,200.0,7.0
14.0,79.22,140.0,17.5,200.0,
14.0,79.23,140.0,17.5,200.0,
14.0,79.24,140.0,17.5,200.0,
14.0,79.24,140.0,17.5,200.0,
14.0,79.25,140.0,40.0,200.0,7.0
14.0,79.25,140.0,40.0,200.0,7.0
14.0,79.26,140.0,40.0,200.0,7.0
14.0,79.27,140.0,40.0,200.0,7.0
14.0,79.27,140.0,40.0,200.0,7.0
14.0,79.28,140.0,40.0,200.0,7.0
14.0,79.28,140.0,40.0,200.0,7.0
14.0,79.29,140.0,40.0,200.0,7.0
14.0,79.29,140.0,40.0,200.0,
14.0,79.3,140.0,17.5,200.0,8.0
14.0,79.31,140.0,17.5,200.0,8.0
14.0,79.31,140.0,17.5,200.0,8.0
14.0,79.32,140.0,17.5,200.0,8.0
14.0,79.32,140.0,17.5,200.0,8.0
14.0,79.33,140.0,40.0,200.0,8.0
14.0,79.34,140.0,40.0,450.0,8.0
14.0,79.34,140.0,40.0,450.0,8.0
14.0,79.35,140.0,40.0,,8.0
14.0,79.35,140.0,40.0,200.0,8.0
14.0,79.36,140.0,40.0,200.0,8.0
14.0,79.36,140.0,40.0,200.0,8.0
14.0,79.37,140.0,40.0,200.0,8.0
14.0,79.38,140.0,40.0,200.0,8.0
14.0,79.38,140.0,40.0,200.0,8.0
14.0,79.39,140.0,40.0,200.0,8.0
14.0,79.39,140.0,40.0,200.0,8.0
14.0,79.4,140.0,40.0,200.0,8.0
14.0,79.41,140.0,40.0,200.0,8.0
14.0,79.41,140.0,40.0,200.0,8.0
14.0,79.42,140.0,17.5,200.0,8.0
14.0,79.42,140.0,17.5,200.0,8.0
14.0,79.43,140.0,17.5,200.0,
14.0,79.43,140.0,40.0,,
14.0,79.44,140.0,,,7.0
14.0,79.45,140.0,,,7.0
14.0,79.49,140.0,,,
14.0,79.5,140.0,,,
14.0,79.5,140.0,,,
14.0,79.51,140.0,,,
14.0,79.52,140.0,,200.0,
14.0,79.52,140.0,,200.0,
14.0,79.53,140.0,,,
13.99,78.97,140.0,40.0,450.0,6.0
13.99,78.97,140.0,40.0,,
13.99,78.98,140.0,40.0,200.0,
13.99,78.98,140.0,40.0,200.0,
13.99,78.99,140.0,17.5,200.0,
13.99,79.0,140.0,17.5,200.0,
13.99,79.0,140.0,17.5,200.0,
13.99,79.01,140.0,17.5,200.0,
13.99,79.01,140.0,40.0,200.0,7.0
13.99,79.02,140.0,40.0,200.0,7.0
13.99,79.03,140.0,40.0,200.0,7.0
13.99,79.03,140.0,40.0,200.0,7.0
13.99,79.04,140.0,40.0,200.0,
13.99,79.04,140.0,40.0,200.0,8.0
13.99,79.05,140.0,40.0,200.0,8.0
13.99,79.06,140.0,40.0,200.0,8.0
13.99,79.06,140.0,40.0,200.0,8.0
13.99,79.07,140.0,40.0,200.0,8.0
13.99,79.07,140.0,40.0,200.0,8.0
13.99,79.08,140.0,40.0,200.0,8.0
13.99,79.08,140.0,40.0,200.0,8.0
13.99,79.09,140.0,40.0,200.0,8.0
13.99,79.1,140.0,40.0,200.0,
13.99,79.1,140.0,40.0,200.0,
13.99,79.11,140.0,17.5,200.0,4.0
13.99,79.11,140.0,17.5,450.0,
13.99,79.12,140.0,40.0,450.0,8.0
13.99,79.13,140.0,40.0,200.0,8.0
13.99,79.13,140.0,40.0,200.0,8.0
13.99,79.14,140.0,40.0,200.0,8.0
13.99,79.14,140.0,17.5,200.0,8.0
13.99,79.15,140.0,17.5,200.0,8.0
13.99,79.15,140.0,17.5,200.0,8.0
13.99,79.16,140.0,17.5,200.0,8.0
13.99,79.17,140.0,17.5,200.0,8.0
13.99,79.17,140.0,17.5,200.0,8.0
13.99,79.18,140.0,17.5,200.0,8.0
13.99,79.18,140.0,17.5,200.0,
13.99,79.19,140.0,17.5,200.0,7.0
13.99,79.2,140.0,17.5,,7.0
13.99,79.2,140.0,17.5,,7.0
13.99,79.21,140.0,17.5,200.0,7.0
13.99,79.21,140.0,17.5,200.0,7.0
13.99,79.22,140.0,17.5,200.0,7.0
13.99,79.22,140.0,17.5,200.0,7.0
13.99,79.23,140.0,17.5,200.0,7.0
13.99,79.24,140.0,40.0,200.0,7.0
13.99,79.24,140.0,40.0,200.0,7.0
13.99,79.25,140.0,40.0,200.0,7.0
13.99,79.25,140.0,40.0,200.0,7.0
13.99,79.26,140.0,40.0,200.0,7.0
13.99,79.27,140.0,40.0,200.0,7.0
13.99,79.27,140.0,40.0,200.0,7.0
13.99,79.28,140.0,40.0,200.0,7.0
13.99,79.28,140.0,40.0,200.0,7.0
13.99,79.29,140.0,40.0,200.0,7.0
13.99,79.29,140.0,40.0,200.0,
13.99,79.3,140.0,17.5,200.0,8.0
13.99,79.31,140.0,17.5,200.0,8.0
13.99,79.31,140.0,17.5,200.0,8.0
13.99,79.32,140.0,17.5,200.0,8.0
13.99,79.32,140.0,17.5,200.0,8.0
13.99,79.33,140.0,17.5,450.0,8.0
13.99,79.34,140.0,40.0,450.0,8.0
13.99,79.34,140.0,40.0,450.0,8.0
13.99,79.35,140.0,40.0,450.0,
13.99,79.35,140.0,40.0,,
13.99,79.36,140.0,40.0,200.0,
13.99,79.36,140.0,40.0,200.0,
13.99,79.37,140.0,40.0,200.0,8.0
13.99,79.38,140.0,40.0,200.0,8.0
13.99,79.38,140.0,40.0,200.0,8.0
13.99,79.39,140.0,40.0,200.0,8.0
13.99,79.39,140.0,40.0,200.0,8.0
13.99,79.4,140.0,40.0,200.0,8.0
13.99,79.41,140.0,40.0,200.0,8.0
13.99,79.41,140.0,40.0,200.0,8.0
13.99,79.42,140.0,17.5,200.0,8.0
13.99,79.42,140.0,17.5,200.0,8.0
13.99,79.43,140.0,17.5,200.0,
13.99,79.43,140.0,40.0,200.0,7.0
13.99,79.44,140.0,,,7.0
13.99,79.45,140.0,,,7.0
13.98,78.96,140.0,40.0,450.0,6.0
13.98,78.97,140.0,40.0,450.0,6.0
13.98,78.97,140.0,40.0,450.0,7.0
13.98,78.98,140.0,40.0,200.0,7.0
13.98,78.98,140.0,40.0,200.0,7.0
13.98,78.99,140.0,40.0,200.0,7.0
13.98,79.0,140.0,40.0,200.0,7.0
13.98,79.0,140.0,40.0,200.0,7.0
13.98,79.01,140.0,17.5,200.0,7.0
13.98,79.01,140.0,17.5,200.0,7.0
13.98,79.02,140.0,40.0,200.0,7.0
13.98,79.03,140.0,40.0,200.0,7.0
13.98,79.03,140.0,40.0,200.0,7.0
13.98,79.04,140.0,40.0,200.0,
13.98,79.04,140.0,40.0,200.0,8.0
13.98,79.05,140.0,40.0,200.0,8.0
13.98,79.06,140.0,40.0,200.0,8.0
13.98,79.06,140.0,40.0,200.0,8.0
13.98,79.07,140.0,40.0,200.0,8.0
13.98,79.07,140.0,40.0,200.0,8.0
13.98,79.08,140.0,40.0,200.0,8.0
13.98,79.08,140.0,40.0,200.0,8.0
13.98,79.09,140.0,40.0,200.0,
13.98,79.1,140.0,40.0,200.0,6.0
13.98,79.1,140.0,40.0,,7.0
13.98,79.11,140.0,40.0,450.0,7.0
13.98,79.11,140.0,40.0,450.0,
13.98,79.12,140.0,40.0,450.0,8.0
13.98,79.13,140.0,40.0,450.0,8.0
13.98,79.13,140.0,40.0,200.0,8.0
13.98,79.14,140.0,40.0,200.0,8.0
13.98,79.14,140.0,40.0,200.0,8.0
13.98,79.15,140.0,17.5,200.0,8.0
13.98,79.15,140.0,17.5,200.0,8.0
13.98,79.16,140.0,17.5,200.0,8.0
13.98,79.17,140.0,17.5,200.0,8.0
13.98,79.17,140.0,17.5,200.0,8.0
13.98,79.18,140.0,17.5,200.0,
13.98,79.18,140.0,,200.0,
13.98,79.19,140.0,,,
13.98,79.2,140.0,,,7.0
13.98,79.2,140.0,,,7.0
13.98,79.21,140.0,17.5,200.0,7.0
13.98,79.21,140.0,17.5,200.0,7.0
13.98,79.22,140.0,17.5,200.0,7.0
13.98,79.22,140.0,17.5,200.0,7.0
13.98,79.23,140.0,17.5,200.0,7.0
13.98,79.24,140.0,40.0,450.0,7.0
13.98,79.24,140.0,40.0,450.0,7.0
13.98,79.25,140.0,40.0,450.0,7.0
13.98,79.25,140.0,40.0,450.0,7.0
13.98,79.26,140.0,40.0,200.0,7.0
13.98,79.27,140.0,40.0,,7.0
13.98,79.27,140.0,40.0,,7.0
13.98,79.28,140.0,40.0,200.0,7.0
13.98,79.28,140.0,40.0,200.0,
13.98,79.29,140.0,40.0,200.0,
13.98,79.29,140.0,17.5,200.0,
13.98,79.3,140.0,17.5,200.0,8.0
13.98,79.31,140.0,17.5,200.0,8.0
13.98,79.31,140.0,17.5,200.0,8.0
13.98,79.32,140.0,17.5,200.0,8.0
13.98,79.32,140.0,17.5,200.0,
13.98,79.33,140.0,17.5,450.0,
13.98,79.34,140.0,17.5,450.0,
13.98,79.34,140.0,17.5,450.0,
13.98,79.35,140.0,17.5,450.0,
13.98,79.35,140.0,17.5,,
13.98,79.36,140.0,40.0,200.0,
13.98,79.36,140.0,40.0,200.0,8.0
13.98,79.37,140.0,40.0,200.0,8.0
13.98,79.38,140.0,40.0,200.0,8.0
13.98,79.38,140.0,40.0,200.0,8.0
13.98,79.39,140.0,40.0,200.0,8.0
13.98,79.39,140.0,40.0,200.0,8.0
13.98,79.4,140.0,40.0,200.0,8.0
13.98,79.41,140.0,40.0,200.0,8.0
13.98,79.41,140.0,40.0,200.0,8.0
13.98,79.42,140.0,17.5,200.0,8.0
13.98,79.42,140.0,,200.0,8.0
13.98,79.43,140.0,,200.0,8.0
13.98,79.43,140.0,,200.0,
13.98,79.44,140.0,,,
13.97,78.96,140.0,40.0,450.0,
13.97,78.97,140.0,40.0,450.0,7.0
13.97,78.97,140.0,40.0,,7.0
13.97,78.98,140.0,40.0,200.0,7.0
13.97,78.98,140.0,40.0,200.0,7.0
13.97,78.99,140.0,40.0,200.0,7.0
13.97,79.0,140.0,40.0,200.0,7.0
13.97,79.0,140.0,40.0,,7.0
13.97,79.01,140.0,40.0,450.0,7.0
13.97,79.01,140.0,40.0,450.0,7.0
13.97,79.02,140.0,40.0,450.0,7.0
13.97,79.03,140.0,40.0,,7.0
13.97,79.03,140.0,40.0,200.0,7.0
13.97,79.04,140.0,40.0,200.0,
13.97,79.04,140.0,40.0,200.0,8.0
13.97,79.05,140.0,40.0,200.0,8.0
13.97,79.06,140.0,40.0,200.0,8.0
13.97,79.06,140.0,40.0,200.0,8.0
13.97,79.07,140.0,40.0,200.0,8.0
13.97,79.07,140.0,40.0,200.0,8.0
13.97,79.08,140.0,40.0,200.0,8.0
13.97,79.08,140.0,40.0,200.0,8.0
13.97,79.09,140.0,40.0,200.0,
13.97,79.1,140.0,40.0,200.0,7.0
13.97,79.1,140.0,40.0,450.0,7.0
13.97,79.11,140.0,40.0,450.0,7.0
13.97,79.11,140.0,40.0,450.0,
13.97,79.12,140.0,40.0,450.0,8.0
13.97,79.13,140.0,40.0,450.0,8.0
13.97,79.13,140.0,40.0,450.0,8.0
13.97,79.14,140.0,40.0,450.0,8.0
13.97,79.14,140.0,40.0,450.0,8.0
13.97,79.15,140.0,,,8.0
13.97,79.15,140.0,,,8.0
13.97,79.16,140.0,,,8.0
13.97,79.17,140.0,,,8.0
13.97,79.17,140.0,,,8.0
13.97,79.18,140.0,,,
13.97,79.18,140.0,,,
13.97,79.19,140.0,,,
13.97,79.2,140.0,,,
13.97,79.2,140.0,,,
13.97,79.21,140.0,,,
13.97,79.21,140.0,,,
13.97,79.22,140.0,17.5,,
13.97,79.22,140.0,17.5,,7.0
13.97,79.23,140.0,,200.0,7.0
13.97,79.24,140.0,,200.0,7.0
13.97,79.24,140.0,,,7.0
13.97,79.25,140.0,,,7.0
13.97,79.25,140.0,,,7.0
13.97,79.26,140.0,,,7.0
13.97,79.27,140.0,,,7.0
13.97,79.27,140.0,17.5,,7.0
13.97,79.28,140.0,17.5,,
13.97,79.28,140.0,17.5,,
13.97,79.29,140.0,17.5,,8.0
13.97,79.29,140.0,17.5,,8.0
13.97,79.3,140.0,17.5,200.0,8.0
13.97,79.31,140.0,17.5,200.0,
13.97,79.31,140.0,17.5,200.0,
13.97,79.32,140.0,17.5,200.0,6.0
13.97,79.32,140.0,17.5,200.0,7.0
13.97,79.33,140.0,17.5,200.0,7.0
13.97,79.34,140.0,17.5,,7.0
13.97,79.34,140.0,17.5,,7.0
13.97,79.35,140.0,17.5,200.0,
13.97,79.35,140.0,17.5,200.0,8.0
13.97,79.36,140.0,40.0,200.0,8.0
13.97,79.36,140.0,40.0,200.0,8.0
13.97,79.37,140.0,40.0,200.0,8.0
13.97,79.38,140.0,40.0,200.0,8.0
13.97,79.38,140.0,40.0,200.0,8.0
13.97,79.39,140.0,40.0,200.0,8.0
13.97,79.39,140.0,40.0,200.0,8.0
13.97,79.4,140.0,40.0,200.0,8.0
13.97,79.41,140.0,40.0,200.0,8.0
13.97,79.41,140.0,,200.0,8.0
13.97,79.42,140.0,,,8.0
13.97,79.42,140.0,,,
13.97,79.43,140.0,,,8.0
13.96,78.96,140.0,40.0,450.0,
13.96,78.96,140.0,40.0,200.0,7.0
13.96,78.97,140.0,40.0,200.0,7.0
13.96,78.97,140.0,40.0,200.0,7.0
13.96,78.98,140.0,17.5,200.0,7.0
13.96,78.98,140.0,40.0,200.0,7.0
13.96,78.99,140.0,40.0,200.0,7.0
13.96,79.0,140.0,40.0,450.0,7.0
13.96,79.0,140.0,40.0,450.0,7.0
13.96,79.01,140.0,40.0,450.0,7.0
13.96,79.01,140.0,40.0,450.0,7.0
13.96,79.02,140.0,40.0,450.0,
13.96,79.03,140.0,40.0,450.0,
13.96,79.03,140.0,40.0,450.0,8.0
13.96,79.04,140.0,40.0,200.0,8.0
13.96,79.04,140.0,40.0,200.0,8.0
13.96,79.05,140.0,40.0,200.0,8.0
13.96,79.06,140.0,40.0,,8.0
13.96,79.06,140.0,40.0,450.0,8.0
13.96,79.07,140.0,40.0,450.0,8.0
13.96,79.07,140.0,40.0,450.0,8.0
13.96,79.08,140.0,40.0,450.0,8.0
13.96,79.08,140.0,40.0,450.0,8.0
13.96,79.09,140.0,,,
13.96,79.1,140.0,,,7.0
13.96,79.1,140.0,,,7.0
13.96,79.11,140.0,40.0,,
13.96,79.11,140.0,40.0,450.0,
13.96,79.12,140.0,40.0,450.0,8.0
13.96,79.13,140.0,40.0,450.0,8.0
13.96,79.13,140.0,,,8.0
13.96,79.14,140.0,,,8.0
13.96,79.14,140.0,,,8.0
13.96,79.15,140.0,,,8.0
13.96,79.15,140.0,,,
13.96,79.16,140.0,,,
13.96,79.17,140.0,,,8.0
13.96,79.17,140.0,,,8.0
13.96,79.18,140.0,,,8.0
13.96,79.18,140.0,,,
13.96,79.21,140.0,,,
13.96,79.22,140.0,,,
13.96,79.22,140.0,,,
13.96,79.23,140.0,,,
13.96,79.24,140.0,,,
13.96,79.24,140.0,,,
13.96,79.25,140.0,,,
13.96,79.29,140.0,,,
13.96,79.3,140.0,17.5,,
13.96,79.31,140.0,40.0,200.0,
13.96,79.31,140.0,40.0,200.0,
13.96,79.32,140.0,40.0,200.0,7.0
13.96,79.32,140.0,40.0,450.0,7.0
13.96,79.33,140.0,40.0,200.0,7.0
13.96,79.34,140.0,40.0,200.0,
13.96,79.34,140.0,40.0,200.0,
13.96,79.35,140.0,40.0,200.0,8.0
13.96,79.35,140.0,40.0,200.0,8.0
13.96,79.36,140.0,40.0,200.0,8.0
13.96,79.36,140.0,40.0,200.0,8.0
13.96,79.37,140.0,40.0,200.0,8.0
13.96,79.38,140.0,40.0,200.0,8.0
13.96,79.38,140.0,17.5,200.0,8.0
13.96,79.39,140.0,17.5,200.0,8.0
13.96,79.39,140.0,17.5,200.0,8.0
13.96,79.4,140.0,17.5,200.0,8.0
13.96,79.41,140.0,17.5,200.0,8.0
13.96,79.41,140.0,,200.0,8.0
13.96,79.42,140.0,,,
13.95,78.95,140.0,40.0,200.0,
13.95,78.96,140.0,40.0,200.0,
13.95,78.96,140.0,40.0,200.0,7.0
13.95,78.97,140.0,40.0,200.0,7.0
13.95,78.97,140.0,40.0,200.0,7.0
13.95,78.98,140.0,40.0,200.0,7.0
13.95,78.98,140.0,40.0,200.0,
13.95,78.99,140.0,40.0,200.0,
13.95,79.0,140.0,40.0,450.0,
13.95,79.0,140.0,40.0,450.0,8.0
13.95,79.01,140.0,40.0,450.0,8.0
13.95,79.01,140.0,40.0,450.0,8.0
13.95,79.02,140.0,40.0,450.0,8.0
13.95,79.03,140.0,40.0,450.0,8.0
13.95,79.03,140.0,40.0,450.0,8.0
13.95,79.04,140.0,40.0,,8.0
13.95,79.04,140.0,40.0,200.0,8.0
13.95,79.05,140.0,40.0,450.0,8.0
13.95,79.06,140.0,40.0,450.0,8.0
13.95,79.06,140.0,40.0,450.0,8.0
13.95,79.07,140.0,40.0,450.0,8.0
13.95,79.07,140.0,40.0,450.0,8.0
13.95,79.08,140.0,40.0,450.0,8.0
13.95,79.08,140.0,,450.0,8.0
13.95,79.09,140.0,,,8.0
13.95,79.1,140.0,,,9.0
13.95,79.1,140.0,,,
13.95,79.11,140.0,,,
13.95,79.11,140.0,,,
13.95,79.12,140.0,,,8.0
13.95,79.13,140.0,,,8.0
13.95,79.13,140.0,,,8.0
13.95,79.14,140.0,,,
13.95,79.14,140.0,,,4.0
13.95,79.32,140.0,17.5,,
13.95,79.32,140.0,40.0,200.0,
13.95,79.33,140.0,40.0,200.0,
13.95,79.34,140.0,40.0,,
13.95,79.34,140.0,40.0,200.0,8.0
13.95,79.35,140.0,40.0,200.0,8.0
13.95,79.35,140.0,40.0,200.0,8.0
13.95,79.36,140.0,40.0,200.0,8.0
13.95,79.36,140.0,40.0,200.0,8.0
13.95,79.37,140.0,40.0,200.0,8.0
13.95,79.38,140.0,40.0,200.0,8.0
13.95,79.38,140.0,17.5,200.0,8.0
13.95,79.39,140.0,17.5,200.0,8.0
13.95,79.39,140.0,17.5,200.0,8.0
13.95,79.4,140.0,17.5,200.0,8.0
13.95,79.41,140.0,17.5,200.0,8.0
13.95,79.41,140.0,,200.0,10.0
13.95,79.42,140.0,,,
13.94,78.93,140.0,40.0,200.0,
13.94,78.94,140.0,40.0,200.0,
13.94,78.94,140.0,40.0,200.0,8.0
13.94,78.95,140.0,40.0,200.0,8.0
13.94,78.96,140.0,40.0,200.0,8.0
13.94,78.96,140.0,40.0,200.0,8.0
13.94,78.97,140.0,40.0,200.0,
13.94,78.97,140.0,40.0,200.0,4.0
13.94,78.98,140.0,40.0,200.0,
13.94,78.98,140.0,40.0,200.0,8.0
13.94,78.99,140.0,40.0,450.0,8.0
13.94,79.0,140.0,40.0,450.0,8.0
13.94,79.0,140.0,40.0,450.0,8.0
13.94,79.01,140.0,40.0,450.0,8.0
13.94,79.01,140.0,40.0,450.0,8.0
13.94,79.02,140.0,40.0,450.0,8.0
13.94,79.03,140.0,40.0,450.0,8.0
13.94,79.03,140.0,40.0,450.0,8.0
13.94,79.04,140.0,40.0,,8.0
13.94,79.04,140.0,40.0,450.0,8.0
13.94,79.05,140.0,40.0,450.0,8.0
13.94,79.06,140.0,40.0,450.0,8.0
13.94,79.06,140.0,40.0,450.0,8.0
13.94,79.07,140.0,40.0,,8.0
13.94,79.07,140.0,40.0,,8.0
13.94,79.08,140.0,,450.0,8.0
13.94,79.08,140.0,,450.0,8.0
13.94,79.09,140.0,,,8.0
13.94,79.14,140.0,,,
13.94,79.33,140.0,40.0,,
13.94,79.34,140.0,40.0,,8.0
13.94,79.34,140.0,40.0,200.0,8.0
13.94,79.35,140.0,40.0,,8.0
13.94,79.35,140.0,40.0,,8.0
13.94,79.36,140.0,40.0,,8.0
13.94,79.36,140.0,40.0,200.0,8.0
13.94,79.37,140.0,40.0,200.0,8.0
13.94,79.38,140.0,40.0,,8.0
13.94,79.38,140.0,40.0,200.0,8.0
13.94,79.39,140.0,40.0,200.0,8.0
13.94,79.39,140.0,40.0,200.0,8.0
13.94,79.4,140.0,40.0,,8.0
13.94,79.41,140.0,,200.0,
13.94,79.41,140.0,,200.0,10.0
13.93,78.92,140.0,40.0,200.0,
13.93,78.93,140.0,40.0,200.0,8.0
13.93,78.93,140.0,40.0,200.0,8.0
13.93,78.94,140.0,40.0,200.0,8.0
13.93,78.94,140.0,40.0,200.0,8.0
13.93,78.95,140.0,40.0,200.0,8.0
13.93,78.96,140.0,40.0,200.0,8.0
13.93,78.96,140.0,40.0,200.0,8.0
13.93,78.97,140.0,40.0,200.0,8.0
13.93,78.97,140.0,40.0,200.0,8.0
13.93,78.98,140.0,40.0,,8.0
13.93,78.98,140.0,40.0,450.0,8.0
13.93,78.99,140.0,40.0,450.0,8.0
13.93,79.0,140.0,40.0,450.0,8.0
13.93,79.0,140.0,40.0,450.0,8.0
13.93,79.01,140.0,40.0,450.0,8.0
13.93,79.01,140.0,40.0,450.0,8.0
13.93,79.02,140.0,40.0,450.0,8.0
13.93,79.03,140.0,40.0,450.0,
13.93,79.03,140.0,40.0,450.0,
13.93,79.04,140.0,,,8.0
13.93,79.04,140.0,40.0,200.0,
13.93,79.05,140.0,40.0,,
13.93,79.06,140.0,40.0,,8.0
13.93,79.06,140.0,40.0,,8.0
13.93,79.07,140.0,,450.0,8.0
13.93,79.07,140.0,,450.0,8.0
13.93,79.08,140.0,,,8.0
13.93,79.08,140.0,,,8.0
13.93,79.09,140.0,,,
13.93,79.34,140.0,,,8.0
13.93,79.35,140.0,,,8.0
13.93,79.35,140.0,,,8.0
13.93,79.36,140.0,,,
13.93,79.36,140.0,,,
13.93,79.38,140.0,,,8.0
13.93,79.39,140.0,,,8.0
13.93,79.39,140.0,,200.0,8.0
13.93,79.4,140.0,,200.0,
13.93,79.41,140.0,,,
13.92,78.92,140.0,40.0,,8.0
13.92,78.93,140.0,40.0,200.0,
13.92,78.93,140.0,40.0,200.0,8.0
13.92,78.94,140.0,40.0,200.0,8.0
13.92,78.94,140.0,40.0,200.0,8.0
13.92,78.95,140.0,40.0,200.0,8.0
13.92,78.96,140.0,40.0,200.0,8.0
13.92,78.96,140.0,40.0,200.0,8.0
13.92,78.97,140.0,40.0,200.0,8.0
13.92,78.97,140.0,40.0,200.0,8.0
13.92,78.98,140.0,40.0,450.0,8.0
13.92,78.98,140.0,40.0,450.0,8.0
13.92,78.99,140.0,40.0,450.0,8.0
13.92,79.0,140.0,40.0,450.0,8.0
13.92,79.0,140.0,40.0,450.0,8.0
13.92,79.01,140.0,40.0,450.0,8.0
13.92,79.01,140.0,40.0,450.0,
13.92,79.02,140.0,40.0,450.0,
13.92,79.03,140.0,40.0,450.0,7.0
13.92,79.03,140.0,,450.0,7.0
13.92,79.04,140.0,,,7.0
13.92,79.04,140.0,,,7.0
13.92,79.05,140.0,,,9.0
13.92,79.06,140.0,,,
13.92,79.06,140.0,,,
13.92,79.07,140.0,,,8.0
13.92,79.07,140.0,,,8.0
13.92,79.4,140.0,,,
13.91,78.93,140.0,17.5,200.0,
13.91,78.93,140.0,17.5,200.0,
13.91,78.94,140.0,17.5,200.0,
13.91,78.94,140.0,17.5,200.0,
13.91,78.95,140.0,17.5,200.0,8.0
